Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF17,OUT018,2775.066
FDX44,OUT046,1345.271
FDM28,OUT027,4736.349
FDI36,OUT049,3117.04
FDS07,OUT045,1776.78
FDD36,OUT045,1971.839
FDW11,OUT046,898.179
FDN40,OUT049,2414.952
NCQ18,OUT049,1538.579
NCQ54,OUT017,2971.974
NCS42,OUT045,1378.108
DRH39,OUT010,180.111
FDC09,OUT027,2538.356
FDT08,OUT010,365.547
FDC08,OUT035,3960.756
FDT20,OUT017,614.87
FDS35,OUT035,1121.75
FDX58,OUT018,2919.916
FDW58,OUT046,1700.527
DRD27,OUT046,1555.953
FDH32,OUT019,245.568
FDS26,OUT035,4074.077
FDQ31,OUT046,1362.875
FDP11,OUT018,3448.832
FDD58,OUT017,1609.822
FDM33,OUT045,3637.318
FDZ16,OUT049,3145.119
NCS29,OUT010,607.22
NCM18,OUT019,174.868
FDP11,OUT049,3987.954
NCC42,OUT017,2094.656
DRM23,OUT046,2792.259
NCN55,OUT027,6105.118
FDK46,OUT013,4223.742
FDR01,OUT046,2992.539
NCA05,OUT045,2431.203
NCP43,OUT017,2950.78
FDR12,OUT010,417.176
FDQ01,OUT013,3784.147
FDM13,OUT046,2070.961
FDQ19,OUT017,4065.503
FDK56,OUT019,502.11
NCX06,OUT010,488.34
FDO56,OUT027,3181.562
FDU45,OUT045,1968.61
FDI16,OUT019,161.954
FDL32,OUT046,1875.073
FDA07,OUT046,2095.378
FDA14,OUT045,2432.783
FDV46,OUT027,3472.22
NCO07,OUT035,3763.461
NCP41,OUT046,1690.29
FDY60,OUT018,2154.546
FDN38,OUT017,3869.148
FDO15,OUT046,1198.579
FDT60,OUT013,1974.042
FDA55,OUT035,4024.326
FDE02,OUT010,218.87
DRJ39,OUT049,4043.264
FDV34,OUT035,1232.746
FDS20,OUT027,5045.459
FDF02,OUT027,2592.808
FDW40,OUT017,2241.059
NCB43,OUT046,3170.782
FDR58,OUT017,1418.193
DRJ59,OUT035,648.553
NCD30,OUT017,1628.632
FDE14,OUT017,1647.297
FDC28,OUT018,1436.366
FDU16,OUT018,1359.672
NCD19,OUT035,947.01
FDU21,OUT046,584.488
FDV59,OUT027,5794.869
FDU03,OUT045,3002.8
FDC33,OUT010,545.844
NCR42,OUT035,597.093
DRH59,OUT035,1259.606
NCM31,OUT035,2278.888
FDS50,OUT035,3975.447
FDP39,OUT046,802.217
FDQ55,OUT013,1950.897
FDV36,OUT019,296.43
FDI05,OUT027,1777.36
FDS45,OUT027,2541.239
FDA39,OUT045,613.965
FDC37,OUT010,256.064
FDJ60,OUT027,4387.354
DRQ35,OUT046,1927.572
NCJ06,OUT046,2066.85
NCY42,OUT018,2275.148
DRM37,OUT049,2974.268
FDR14,OUT045,799.989
FDE51,OUT049,687.468
FDT33,OUT017,2823.838
FDR08,OUT013,1861.004
FDE36,OUT010,400.049
FDL22,OUT019,222.342
FDR44,OUT013,2133.825
FDI56,OUT019,221.036
FDE47,OUT010,267.449
FDV27,OUT010,204.975
FDV10,OUT049,677.297
FDC40,OUT045,1357.051
NCX41,OUT013,3706.766
NCQ38,OUT027,2538.356
FDV12,OUT027,2587.766
FDE52,OUT017,1395.464
FDG20,OUT027,4665.347
FDV16,OUT027,1059.86
FDI32,OUT017,1888.288
FDJ32,OUT049,909.093
FDN39,OUT018,2465.197
FDY34,OUT017,3000.228
FDC14,OUT035,666.555
FDA55,OUT017,4057.356
FDZ50,OUT010,458.84
DRG13,OUT049,2670.016
FDP01,OUT013,2369.361
NCG54,OUT017,3027.199
FDM13,OUT045,2030.917
NCO18,OUT027,4725.233
NCW41,OUT013,2339.844
FDM52,OUT027,3759.739
NCF55,OUT035,592.295
FDT09,OUT046,2256.974
NCM19,OUT035,1766.818
FDW12,OUT018,2228.633
FDP15,OUT019,596.872
FDK36,OUT045,802.056
FDZ25,OUT035,3144.073
NCW06,OUT049,3225.249
FDW60,OUT046,2793.693
DRC49,OUT013,2480.494
NCT17,OUT035,3125.035
NCN06,OUT018,2460.104
FDC45,OUT013,2862.914
DRJ47,OUT019,397.186
NCF06,OUT045,4099.072
FDE21,OUT010,268.116
DRG27,OUT013,591.368
FDW40,OUT049,2124.738
NCO53,OUT046,3155.307
FDE23,OUT049,687.916
FDQ16,OUT046,1766.266
FDS26,OUT045,3959.29
FDZ13,OUT010,95.699
FDS14,OUT049,2413.166
FDC10,OUT045,1800.258
FDY16,OUT049,3173.675
FDJ20,OUT035,1994.876
FDV43,OUT035,685.896
FDZ32,OUT027,2538.356
FDR23,OUT046,2693.571
FDN24,OUT035,835.186
FDE34,OUT027,5019.41
FDU31,OUT013,3728.595
FDW33,OUT018,1438.979
FDU26,OUT046,1890.207
FDE20,OUT027,4407.022
NCW05,OUT035,1649.931
FDB22,OUT018,2264.88
FDO56,OUT046,1859.111
FDA19,OUT027,3425.519
DRI39,OUT045,930.703
FDH52,OUT018,902.346
FDZ50,OUT035,3350.247
NCN42,OUT035,2386.109
FDB53,OUT013,2432.98
DRG11,OUT017,1667.73
DRK11,OUT027,3759.739
FDQ60,OUT017,1990.471
FDT36,OUT017,582.235
DRG25,OUT018,2865.572
DRJ23,OUT046,3065.487
FDG05,OUT035,2662.943
NCK06,OUT018,2004.072
FDU52,OUT017,2333.426
FDW07,OUT018,1352.479
NCM17,OUT045,704.78
FDA22,OUT045,2792.714
NCA41,OUT018,2799.836
FDF38,OUT035,648.667
FDH52,OUT046,918.808
FDY58,OUT019,575.957
FDZ16,OUT045,3022.705
NCM18,OUT017,934.353
FDA22,OUT018,2474.33
NCJ43,OUT035,2955.463
FDI34,OUT027,6116.378
FDG56,OUT046,928.051
FDS34,OUT046,1825.978
DRC01,OUT035,776.215
FDQ04,OUT035,670.14
FDK04,OUT035,906.585
FDT51,OUT049,1703.795
FDV26,OUT017,3092.838
FDS04,OUT049,2133.738
FDW43,OUT018,3530.726
FDQ28,OUT010,368.412
NCK06,OUT017,2146.758
FDS23,OUT018,2015.006
FDZ36,OUT019,508.901
FDE56,OUT018,971.843
FDW10,OUT027,4650.445
NCN14,OUT045,3097.296
NCQ18,OUT045,1520.471
FDW08,OUT017,1739.077
FDU43,OUT035,3945.319
FDR33,OUT010,256.064
FDM24,OUT010,362.707
NCZ05,OUT046,1730.488
NCV41,OUT035,1918.251
FDV11,OUT018,2660.745
NCY05,OUT035,610.167
FDV44,OUT018,2852.625
FDW32,OUT049,1310.403
NCU18,OUT027,3502.826
NCC43,OUT035,3999.868
FDW19,OUT013,1742.213
FDN31,OUT035,3340.859
FDI48,OUT045,737.99
FDS24,OUT017,1383.462
FDF46,OUT049,2057.682
DRG23,OUT017,2478.609
FDG14,OUT018,2308.586
NCY30,OUT049,3000.182
FDO28,OUT018,2023.465
DRD24,OUT035,2232.601
FDI33,OUT049,1390.64
FDN32,OUT046,3069.174
FDR16,OUT045,3478.826
FDF26,OUT046,2378.456
NCN29,OUT018,750.507
FDE20,OUT045,2992.949
FDA46,OUT046,3138.717
FDU28,OUT045,3090.609
FDQ48,OUT045,1606.55
FDV36,OUT013,2176.581
FDR14,OUT018,820.464
FDP23,OUT017,4011.17
FDP56,OUT013,714.12
FDK48,OUT010,181.678
FDR48,OUT046,2512.345
NCY29,OUT049,888.255
FDM22,OUT018,891.625
DRJ01,OUT013,2678.522
FDZ43,OUT045,3847.243
FDV03,OUT035,2374.569
FDX11,OUT027,4966.867
NCA41,OUT027,5682.405
FDE38,OUT017,2725.219
FDI27,OUT018,646.478
FDN32,OUT013,3080.697
NCN43,OUT017,2151.869
FDB47,OUT027,5751.331
FDV03,OUT017,2343.678
NCN30,OUT045,1526.23
NCV54,OUT010,269.321
FDV07,OUT013,1670.757
FDP07,OUT049,3088.377
FDK48,OUT018,1225.912
FDM15,OUT019,354.399
FDY19,OUT027,3172.969
FDK46,OUT046,4238.689
FDY11,OUT045,1077.749
FDH09,OUT046,783.913
FDO08,OUT027,4376.877
FDU14,OUT013,4058.463
FDD22,OUT027,3114.894
FDM27,OUT017,2561.871
FDL02,OUT027,2592.808
NCA17,OUT035,2384.215
FDE38,OUT019,388.69
NCG07,OUT049,3284.012
DRC27,OUT013,3915.683
FDA27,OUT035,4109.033
FDW40,OUT045,2129.366
DRI11,OUT013,1920.721
FDN50,OUT046,1631.838
FDR12,OUT046,2901.112
FDT34,OUT027,2592.808
FDW11,OUT035,929.402
NCO30,OUT027,5030.711
FDZ34,OUT017,3227.947
FDU45,OUT017,2023.287
NCD42,OUT035,611.126
FDX25,OUT045,3072.303
NCR29,OUT046,899.022
FDX43,OUT019,402.818
FDB04,OUT010,197.856
FDR49,OUT027,1145.196
FDS39,OUT018,2145.862
FDW58,OUT045,1636.299
FDG22,OUT019,95.699
FDG31,OUT017,930.287
NCV53,OUT027,6166.011
DRJ37,OUT035,2479.84
FDV07,OUT035,1808.512
FDW52,OUT018,2461.931
FDT15,OUT045,3098.467
FDD02,OUT018,1737.962
FDM16,OUT035,1194.341
NCE55,OUT046,2602.634
FDB57,OUT018,3423.103
FDQ04,OUT013,604.691
FDQ47,OUT019,95.699
FDY14,OUT019,595.779
DRK37,OUT017,3163.947
FDO25,OUT017,3605.464
FDL57,OUT046,4511.154
NCK29,OUT018,1889.967
FDK46,OUT027,6166.011
NCB43,OUT010,513.439
DRE01,OUT027,6116.378
FDC46,OUT018,2870.819
FDQ23,OUT045,1651.883
FDX38,OUT049,748.081
FDG60,OUT018,3467.341
FDW55,OUT017,4269.279
FDP39,OUT013,703.549
FDB20,OUT018,1364.635
FDV21,OUT017,2013.751
FDZ02,OUT013,1628.722
FDP19,OUT027,3419.22
FDA38,OUT035,4309.265
FDH22,OUT045,1988.076
DRM11,OUT045,4395.776
FDO12,OUT027,5719.506
FDT14,OUT049,1974.591
FDW34,OUT010,590.112
FDG04,OUT027,5072.231
FDW59,OUT018,1347.175
FDR33,OUT018,1482.783
FDP32,OUT013,2178.724
FDL13,OUT027,6142.001
FDD22,OUT013,1780.904
FDV40,OUT027,1597.894
NCD55,OUT046,641.719
FDQ20,OUT010,95.699
FDD28,OUT045,877.796
FDC39,OUT045,3534.276
NCR17,OUT049,2031.105
DRO35,OUT018,1846.738
FDF40,OUT049,4118.722
FDR31,OUT018,2333.378
NCQ41,OUT017,3015.899
FDP38,OUT046,765.904
NCU54,OUT027,5751.331
FDG22,OUT018,541.168
DRK59,OUT013,3745.795
FDC37,OUT046,1730.709
NCO42,OUT013,2406.419
NCT42,OUT017,2394.547
FDX27,OUT035,1465.549
FDV40,OUT018,1277.727
FDT45,OUT027,1412.52
FDS47,OUT019,212.056
FDR45,OUT035,4310.585
FDB03,OUT045,3575.221
FDO49,OUT035,827.469
FDU60,OUT027,4387.354
FDB26,OUT018,782.623
FDB46,OUT017,3590.593
FDQ37,OUT019,515.863
FDN03,OUT017,4108.172
NCX30,OUT045,4060.617
FDK32,OUT019,359.432
DRM47,OUT013,2959.635
NCO02,OUT046,1163.334
FDP04,OUT013,1054.256
NCO43,OUT049,1760.265
FDD59,OUT013,1329.358
FDQ10,OUT017,3092.993
FDW45,OUT035,2455.578
NCK30,OUT049,4319.365
FDU31,OUT018,3241.601
NCQ17,OUT019,355.354
FDN01,OUT017,2870.268
FDZ19,OUT049,2898.177
DRG37,OUT017,2382.75
FDE32,OUT045,623.226
FDO34,OUT049,2899.408
FDM04,OUT019,118.679
FDZ25,OUT049,3098.079
FDU08,OUT049,1557.9
NCW30,OUT045,3879.785
NCM18,OUT013,881.436
FDS22,OUT035,647.756
NCH18,OUT017,4006.904
FDC23,OUT013,2855.34
FDY46,OUT013,3051.554
NCU06,OUT046,3992.083
FDX57,OUT045,1601.375
FDX36,OUT027,6063.461
FDL16,OUT045,796.3
FDT16,OUT010,595.414
FDN16,OUT018,1459.828
FDC03,OUT046,3119.015
DRF60,OUT013,3875.832
FDS27,OUT027,5719.506
FDP33,OUT010,605.352
FDJ36,OUT018,1394.85
NCR42,OUT013,545.307
FDV14,OUT017,1352.877
NCP42,OUT035,3034.668
FDB50,OUT027,2005.346
NCC30,OUT027,4673.087
FDA23,OUT018,1498.004
FDW16,OUT017,1416.738
FDQ52,OUT010,605.352
FDB58,OUT049,2295.62
NCP29,OUT049,1080.032
NCM05,OUT045,4321.636
FDO25,OUT013,3434.481
NCM54,OUT046,2219.312
NCL54,OUT046,2920.345
FDL39,OUT010,429.671
FDF53,OUT018,2763.444
NCQ42,OUT035,2074.29
FDF58,OUT013,906.961
FDZ04,OUT035,1082.044
FDE26,OUT019,313.167
FDS60,OUT017,3071.737
FDV58,OUT017,3011.77
FDM04,OUT045,769.267
FDE08,OUT035,2482.058
NCB43,OUT049,3264.758
FDU11,OUT010,267.141
FDF22,OUT019,541.071
FDE24,OUT013,2174.717
DRJ49,OUT046,2255.352
NCQ53,OUT035,4258.652
NCL41,OUT013,543.969
FDR22,OUT013,1736.3
FDH04,OUT035,1424.046
DRH15,OUT045,693.36
FDY40,OUT049,795.132
NCI17,OUT035,1558.218
NCC18,OUT013,2900.338
FDY28,OUT027,5751.331
FDB45,OUT027,2538.356
NCL30,OUT018,1838.182
FDM10,OUT017,3791.999
FDH22,OUT027,3407.351
NCZ53,OUT017,3069.069
NCI18,OUT013,3755.754
FDH14,OUT027,3485.128
FDR36,OUT027,1103.118
FDW01,OUT045,2427.093
FDK02,OUT027,3222.876
FDJ02,OUT018,2265.962
FDU55,OUT013,4151.081
NCV18,OUT027,2065.182
FDH14,OUT018,2021.572
FDZ37,OUT045,1377.108
FDX49,OUT049,3544.298
NCD43,OUT046,1706.715
FDZ07,OUT013,893.562
FDK43,OUT035,2166.258
FDR32,OUT018,3463.075
FDT39,OUT013,2329.494
NCV54,OUT017,2034.099
FDF38,OUT018,576.588
FDV60,OUT046,2956.238
FDH44,OUT027,3759.739
FDS21,OUT046,936.105
NCL41,OUT045,589.265
FDM46,OUT017,1450.641
FDU27,OUT045,771.168
NCJ54,OUT017,4066.317
DRG51,OUT018,2597.075
NCA29,OUT019,406.28
FDR47,OUT045,3108.227
NCL19,OUT027,3482.419
DRG01,OUT049,1210.7
FDG10,OUT046,929.666
NCV05,OUT049,2367.68
NCH18,OUT019,585.284
FDV14,OUT018,1345.251
DRJ23,OUT035,3118.36
DRJ11,OUT046,3272.348
FDZ03,OUT017,3300.957
FDI27,OUT010,95.699
FDJ14,OUT018,1362.955
FDU32,OUT017,2111.674
FDD47,OUT027,4393.279
DRF36,OUT035,3051.266
FDM21,OUT046,4465.366
FDV10,OUT018,617.145
FDH60,OUT018,2904.768
FDX47,OUT010,384.827
FDT19,OUT019,401.026
FDO11,OUT045,3979.995
FDH24,OUT027,3933.911
FDL02,OUT018,1443.109
FDB02,OUT049,2873.509
FDA43,OUT046,3127.383
FDG52,OUT045,768.227
DRC12,OUT013,2927.943
FDY37,OUT018,2154.237
NCU18,OUT045,2018.194
FDU09,OUT035,911.906
DRJ25,OUT027,1130.503
DRE12,OUT018,1708.677
DRL47,OUT017,2015.98
DRK01,OUT046,1624.123
FDC22,OUT019,514.128
FDG44,OUT013,790.501
FDW04,OUT035,2034.92
FDK09,OUT049,3823.886
NCN43,OUT035,2169.335
FDG04,OUT049,3087.671
FDH32,OUT010,218.87
DRI47,OUT017,2412.031
DRE15,OUT013,1214.263
FDY11,OUT035,1191.929
FDO60,OUT049,678.198
FDQ20,OUT018,577.083
FDO57,OUT027,4079.93
FDT14,OUT019,293.337
FDA57,OUT049,670.535
DRN35,OUT017,596.408
FDJ03,OUT046,751.797
FDX28,OUT017,1722.551
DRE25,OUT045,1374.636
FDR09,OUT046,4103.88
FDB23,OUT035,4072.845
FDO08,OUT045,2576.806
FDQ23,OUT049,1688.222
FDW04,OUT013,2023.791
DRK13,OUT010,549.953
NCL17,OUT027,3478.226
FDY21,OUT035,3134.117
FDJ38,OUT027,5072.231
FDA37,OUT019,293.659
FDV43,OUT013,614.71
FDL36,OUT046,1398.101
FDD53,OUT045,671.541
FDZ19,OUT010,416.554
FDV21,OUT045,1977.834
NCL54,OUT018,2756.082
DRI47,OUT027,3720.882
DRG03,OUT049,2380.238
FDG21,OUT013,2434.347
FDW03,OUT018,1470.509
NCI55,OUT046,2178.705
DRC36,OUT019,402.626
FDH22,OUT017,2053.377
FDV20,OUT045,1954.178
NCU41,OUT027,5647.824
FDN46,OUT027,2592.808
FDK50,OUT045,2846.936
NCA05,OUT027,3759.739
DRH01,OUT018,2673.203
FDT08,OUT018,2244.668
FDM08,OUT018,3459.09
FDZ07,OUT035,958.22
FDS22,OUT017,701.248
FDV35,OUT027,3847.625
FDI28,OUT010,183.36
FDW58,OUT027,2554.675
FDT52,OUT045,3813.303
FDY34,OUT046,2806.556
FDR10,OUT046,2712.799
FDK57,OUT017,2013.065
FDR02,OUT027,2561.245
FDX49,OUT046,3548.666
FDQ20,OUT046,644.712
DRK23,OUT045,4205.392
NCW06,OUT046,3180.093
FDR31,OUT017,2428.88
NCE43,OUT013,2801.739
DRO59,OUT027,1751.051
FDN09,OUT049,4135.566
FDR11,OUT046,2653.723
FDO57,OUT013,2693.58
NCX18,OUT017,2926.649
FDB05,OUT018,3454.647
FDQ08,OUT018,934.704
NCG43,OUT035,1478.93
FDJ56,OUT013,1587.25
FDA13,OUT010,95.699
FDO56,OUT017,1844.55
FDB37,OUT018,3422.624
FDZ02,OUT018,1448.289
FDQ24,OUT046,4247.861
FDM16,OUT013,1169.169
FDU35,OUT049,1556.055
FDT35,OUT035,2822.86
NCX30,OUT049,4155.235
FDG04,OUT017,3076.493
FDI12,OUT035,1387.796
FDE35,OUT035,906.058
NCP14,OUT027,2592.808
NCY53,OUT045,1619.445
FDP49,OUT017,887.336
FDQ04,OUT017,675.932
FDM39,OUT035,2980.587
FDO58,OUT019,386.797
FDC56,OUT017,1936.562
NCQ54,OUT046,2884.48
FDV10,OUT027,1113.952
NCK17,OUT046,659.625
NCF55,OUT027,1065.779
FDV33,OUT013,4162.114
NCH29,OUT019,246.343
FDA37,OUT027,3333.093
FDH46,OUT018,1506.917
FDS25,OUT035,1717.372
FDH04,OUT027,2375.124
FDX52,OUT046,3105.787
NCD42,OUT017,604.597
FDW47,OUT017,1996.622
FDL25,OUT027,2483.087
NCJ06,OUT010,269.836
FDY09,OUT013,2867.447
FDS40,OUT046,607.168
FDH41,OUT017,3680.378
FDG38,OUT035,1384.968
FDU03,OUT027,4756.45
FDV20,OUT046,2004.79
DRB13,OUT045,2918.074
NCQ30,OUT013,2023.42
NCH06,OUT013,3811.545
FDU50,OUT018,1852.821
NCO42,OUT019,364.643
FDW09,OUT018,1337.572
FDH04,OUT013,1386.036
FDC21,OUT045,1678.971
FDL21,OUT049,658.103
FDM46,OUT010,216.743
FDT22,OUT019,174.868
FDB28,OUT035,3004.888
FDI12,OUT018,1356.923
FDA28,OUT045,1872.563
FDF59,OUT013,2009.88
FDM45,OUT027,3308.392
FDQ56,OUT017,1375.118
FDR46,OUT049,2522.628
FDT01,OUT013,3368.267
FDD16,OUT027,1652.956
NCU30,OUT010,396.262
FDM40,OUT010,335.944
FDI56,OUT035,1439.643
NCS30,OUT013,2025.973
FDU08,OUT017,1628.632
FDX51,OUT027,5719.506
FDA43,OUT045,2951.145
FDX59,OUT010,95.699
FDC37,OUT018,1483.5
FDP58,OUT013,3469.43
NCY42,OUT035,2274.373
FDF21,OUT018,2927.795
FDU10,OUT027,1092.405
DRL47,OUT018,1891.707
FDA58,OUT018,3419.207
FDJ22,OUT049,3270.82
FDK50,OUT046,2680.313
FDO38,OUT035,1397.939
DRF60,OUT035,3972.845
NCZ42,OUT019,584.914
FDD35,OUT049,2037.787
FDL25,OUT045,1388.753
FDJ16,OUT013,867.825
DRK59,OUT049,3818.385
FDI50,OUT046,4096.73
NCB19,OUT045,1340.666
DRI37,OUT035,945.707
FDA14,OUT027,3742.689
FDC08,OUT018,3463.16
FDS45,OUT046,1739.943
FDI21,OUT049,991.59
DRJ47,OUT035,2860.554
DRE37,OUT027,5052.515
FDT55,OUT018,2357.659
NCG42,OUT027,3428.984
FDA31,OUT049,3030.194
NCW42,OUT046,3764.068
FDF50,OUT017,3137.062
FDK56,OUT049,3243.872
FDX10,OUT035,598.159
NCK07,OUT027,4108.167
FDZ49,OUT017,3639.161
FDR33,OUT013,1622.224
FDO44,OUT018,1634.026
FDA20,OUT046,3285.913
NCL30,OUT045,1930.306
FDI05,OUT019,181.419
FDQ12,OUT018,3554.986
FDH47,OUT017,1676.852
FDH34,OUT018,2869.593
FDF29,OUT046,2257.547
FDG40,OUT018,541.168
NCE18,OUT017,4261.244
FDP21,OUT010,520.936
FDY50,OUT013,1372.383
FDB36,OUT049,2201.229
NCZ29,OUT049,1966.877
FDU20,OUT018,1876.632
FDO56,OUT013,1808.434
FDW31,OUT049,2994.277
DRH59,OUT013,1196.214
NCB30,OUT017,2949.086
FDK43,OUT027,3417.115
FDW43,OUT045,4198.857
NCL19,OUT017,2241.638
FDJ27,OUT046,1553.894
FDC45,OUT046,2716.118
FDY40,OUT035,781.489
NCM41,OUT035,1430.593
NCK18,OUT019,402.672
FDP37,OUT049,2084.884
FDA27,OUT027,6166.011
NCX30,OUT035,4242.117
FDR09,OUT017,4145.908
FDG08,OUT027,4642.705
NCU30,OUT013,2601.931
FDB16,OUT017,1338.42
FDM16,OUT017,1160.169
FDC48,OUT013,1325.929
NCF18,OUT046,3201.919
FDU46,OUT018,1353.254
FDH41,OUT018,3207.678
NCN42,OUT010,379.799
FDU49,OUT046,1399.481
FDB20,OUT027,1981.68
FDG50,OUT019,221.477
FDW20,OUT045,2125.512
NCO55,OUT049,1638.677
FDX48,OUT046,2366.375
FDU48,OUT046,2087.082
FDR48,OUT019,352.241
FDK27,OUT013,2104.876
FDT35,OUT013,2641.867
FDN12,OUT049,1650.379
NCE31,OUT019,95.699
FDL21,OUT017,658.084
FDV56,OUT017,1717.065
FDR16,OUT017,3551.5
NCP41,OUT049,1678.857
FDJ27,OUT013,1590.777
FDA07,OUT017,2070.617
FDK55,OUT049,1345.495
FDM33,OUT049,3784.558
FDY46,OUT046,3244.912
FDD36,OUT046,2055.632
FDB12,OUT027,2592.808
FDF28,OUT019,294.558
NCE07,OUT019,329.451
FDW50,OUT027,4382.802
NCW18,OUT017,4063.3
NCJ17,OUT019,211.033
DRZ24,OUT010,267.186
FDS07,OUT035,2047.43
NCW05,OUT010,254.74
FDZ22,OUT018,1366.437
FDK02,OUT046,2062.347
FDZ45,OUT027,5731.253
FDL25,OUT046,1415.806
FDS08,OUT045,2738.801
NCZ42,OUT027,6166.011
FDX57,OUT035,1709.035
FDF21,OUT046,3230.615
FDJ56,OUT018,1374.567
FDX10,OUT013,534.384
DRG48,OUT035,2434.996
DRN37,OUT046,2731.217
NCY41,OUT018,535.56
FDN28,OUT045,1737.79
FDE34,OUT045,3038.641
FDR10,OUT045,2836.519
FDC32,OUT017,1407.002
DRG13,OUT046,2655.599
FDP59,OUT049,1647.309
NCT53,OUT010,399.115
FDL57,OUT027,6113.199
FDN32,OUT010,513.06
FDK09,OUT018,3458.588
FDA52,OUT010,417.018
FDC57,OUT049,3316.85
FDI09,OUT035,3712.261
NCB07,OUT046,3021.644
FDP26,OUT035,1730.847
FDP40,OUT027,3045.474
FDL15,OUT013,2402.133
FDV07,OUT046,1851.666
FDS03,OUT017,1082.99
FDE50,OUT049,3160.331
FDQ15,OUT017,1376.716
FDQ33,OUT010,361.622
FDT22,OUT013,859.151
DRO35,OUT035,2008.392
FDJ41,OUT049,4188.111
FDQ27,OUT035,1793.012
FDC26,OUT017,1803.202
NCF43,OUT027,3499.565
NCR50,OUT035,2399.774
FDE39,OUT018,1883.053
FDN49,OUT027,1102.784
DRG11,OUT035,1610.146
NCA18,OUT049,1791.958
FDM36,OUT018,2650.153
FDW32,OUT017,1342.067
NCQ18,OUT010,225.445
FDX14,OUT027,1754.148
FDD46,OUT017,2473.134
FDI34,OUT019,596.137
NCJ17,OUT035,1384.317
FDB52,OUT035,4167.52
FDV55,OUT018,2154.398
FDC57,OUT046,3259.765
FDB29,OUT046,1813.908
NCO43,OUT035,1657.649
FDG44,OUT045,824.748
FDJ34,OUT045,1934.515
FDH40,OUT049,1324.654
NCD07,OUT027,3087.002
FDB41,OUT017,788.987
FDH47,OUT018,1405.678
DRK37,OUT035,3168.63
FDM25,OUT019,404.012
NCX06,OUT045,3034.355
NCS05,OUT017,2248.38
FDS39,OUT045,2228.924
FDC47,OUT027,6094.598
FDG20,OUT013,2726.911
DRL23,OUT017,1721.475
FDY33,OUT013,2603.489
NCH18,OUT045,3843.492
FDX47,OUT035,2396.251
NCB06,OUT045,2627.335
FDP36,OUT049,785.661
FDW44,OUT018,2670.561
NCU41,OUT018,2860.959
NCS17,OUT046,1621.332
FDD46,OUT035,2455.271
FDE45,OUT017,2822.793
FDI09,OUT017,3618.181
NCJ54,OUT010,600.681
NCA29,OUT018,2708.097
NCN41,OUT027,3311.984
FDY34,OUT035,2941.422
NCG55,OUT035,1888.576
DRM49,OUT046,679.728
NCB42,OUT049,2047.108
FDE58,OUT045,1738.877
DRJ25,OUT013,724.918
FDS47,OUT010,198.506
FDY21,OUT049,3072.769
NCI54,OUT013,1756.695
FDO24,OUT017,2574.621
FDY43,OUT035,2839.726
FDF35,OUT018,1437.666
NCP29,OUT019,176.594
FDN28,OUT027,2538.356
FDJ50,OUT018,786.772
FDQ14,OUT027,3750.903
FDC37,OUT035,1737.799
FDN08,OUT046,1894.478
FDD04,OUT035,2283.976
FDW34,OUT018,3507.011
FDP04,OUT017,1077.749
NCG07,OUT017,3209.526
NCN14,OUT018,2955.361
FDJ16,OUT045,909.171
NCM42,OUT045,1687.088
NCF19,OUT046,760.412
FDY21,OUT018,2822.681
FDY19,OUT035,1864.706
FDV09,OUT045,2322.427
FDA28,OUT013,2132.853
FDC38,OUT018,2056.8
FDL28,OUT045,4102.028
NCH43,OUT049,3878.518
NCN53,OUT045,587.434
NCW05,OUT017,1655.734
NCO30,OUT018,2852.015
FDT04,OUT019,95.699
FDB27,OUT018,2769.049
NCK07,OUT013,2571.787
NCA53,OUT013,745.286
FDB33,OUT018,2487.312
FDU37,OUT017,1376.716
FDR13,OUT035,2013.886
FDE45,OUT049,2769.838
FDV37,OUT017,3168.286
FDX44,OUT019,221.371
NCL06,OUT017,4563.983
FDJ28,OUT045,2943.884
FDX55,OUT049,3791.736
NCK17,OUT018,594.882
FDH52,OUT035,933.13
FDN13,OUT027,2587.766
FDK44,OUT018,2665.096
FDU16,OUT046,1354.762
FDZ07,OUT017,913.718
NCN06,OUT027,4233.172
FDH02,OUT010,210.771
NCW18,OUT045,3832.978
FDH57,OUT013,2161.499
FDV35,OUT045,2407.896
NCU29,OUT013,2421.002
NCP02,OUT046,880.551
FDN44,OUT013,2672.742
FDX03,OUT018,617.834
FDR11,OUT010,376.414
FDA36,OUT046,3137.184
FDP58,OUT027,5756.563
FDH31,OUT045,1570.953
FDH34,OUT035,3131.118
FDS13,OUT035,3968.793
FDT01,OUT018,3242.016
FDY09,OUT049,2900.199
FDV33,OUT027,6166.011
NCW29,OUT010,269.624
NCN17,OUT045,1569.018
FDX01,OUT046,2046.824
FDL03,OUT049,3023.612
DRL59,OUT049,913.686
DRM11,OUT027,6113.199
FDA43,OUT049,3119.768
FDZ56,OUT010,413.355
FDI44,OUT018,1379
FDB50,OUT013,1367.932
FDU15,OUT019,95.699
NCJ19,OUT019,174.086
FDD48,OUT013,1927.02
NCW42,OUT035,3986.335
FDL24,OUT017,3049.102
NCB30,OUT013,2822.005
FDK25,OUT013,2724.573
FDW28,OUT049,3230.352
FDD47,OUT017,2936.848
FDK16,OUT019,235.305
FDW37,OUT046,1422.955
FDA48,OUT035,3741.74
FDA14,OUT017,2498.838
FDV15,OUT013,1587.25
FDN22,OUT049,3728.076
